Liturgy,Book,Name,Reading,Color Map,Lectionary #,Year,Note
Divine Office,Romans,OR: Pentecost,Rom 8:5-27,LOTH: OR,,,2.1023
Divine Office,Romans,OR: Common of Several Martyrs (Ordinary Time),Rom 8:18-39,LOTH: OR,,,3.1684; 4.1698
Divine Office,Romans,OR: Friday after the 2nd Sunday after Pentecost: Sacred Heart,Rom 8:28-39,LOTH: OR,,,3.633
Divine Office,Romans,"OR: Common of Holy Men, alt. (Ordinary Time)",Rom 12:1-21,LOTH: OR,,,3.1809; 4.1823
Divine Office,1 Corinthians,"OR: Nov. 30: Andrew, Apostle",1 Cor 1:18—2:5,LOTH: OR,,,1.1201; 4.1584
Divine Office,1 Corinthians,OR: Common of Apostles (Advent/Christmas/Lent),1 Cor 1:18—2:5,LOTH: OR,,,1.1359; 2.1956
Divine Office,1 Corinthians,OR: Sunday after Pentecost: Trinity Sunday,1 Cor 2:1-16,LOTH: OR,,,3.582
Divine Office,1 Corinthians,OR: Common of Doctors of the Church (Easter),1 Cor 2:1-16,LOTH: OR,,,2.2089
Divine Office,1 Corinthians,OR: Common of Apostles (Ordinary Time),1 Cor 4:1-16,LOTH: OR,,,3.1664; 4.1678
Divine Office,1 Corinthians,OR: Common of Virgins,1 Cor 7:25-40,LOTH: OR,,,1.1476; 2.2108; 3.1780; 4.1794
Divine Office,1 Corinthians,"OR: Common of Holy M&W, For those who worked for the underprivileged (Ord.Time)",1 Cor 12:31—13:13,LOTH: OR,,,3.1866; 4.1880
Divine Office,1 Corinthians,OR: Office for the Dead,1 Cor 15:12-34,LOTH: OR,,,1.1580; 2.2222; 3.1882; 4.1896
Divine Office,1 Corinthians,"OR: Office for the Dead, alt.",1 Cor 15:35-57,LOTH: OR,,,1.1581; 2.2223; 3.1883; 4.1897
Divine Office,2 Corinthians,OR: 16th Sunday in Ord. Time,2 Cor 1:1-14,LOTH: OR,,,3.514
Divine Office,2 Corinthians,"OR: 16th Week in Ord. Time, Monday",2 Cor 1:15—2:11,LOTH: OR,,,3.518
Divine Office,2 Corinthians,"OR: 16th Week in Ord. Time, Tuesday",2 Cor 2:12—3:16,LOTH: OR,,,3.522
Divine Office,2 Corinthians,"OR: 16th Week in Ord. Time, Wednesday",2 Cor 3:7—4:4,LOTH: OR,,,3.526
Divine Office,2 Corinthians,OR: Aug. 6: Transfiguration,2 Cor 3:7—4:6,LOTH: OR,,,4.1283
Divine Office,2 Corinthians,"OR: 16th Week in Ord. Time, Thursday",2 Cor 4:5-18,LOTH: OR,,,3.529
Divine Office,2 Corinthians,OR: Common of One Martyr (Ordinary Time),2 Cor 4:7—5:8,LOTH: OR,,,3.1711; 4.1725
Divine Office,2 Corinthians,"OR: Office for the Dead, alt.",2 Cor 4:16—5:10,LOTH: OR,,,1.1583; 2.2225; 3.1885; 4.1899
Divine Office,2 Corinthians,"OR: 16th Week in Ord. Time, Friday",2 Cor 5:1-21,LOTH: OR,,,3.533
Divine Office,2 Corinthians,"OR: 16th Week in Ord. Time, Saturday",2 Cor 6:1—7:1,LOTH: OR,,,3.537
Divine Office,2 Corinthians,OR: 17th Sunday in Ord. Time,2 Cor 7:2-16,LOTH: OR,,,3.541
Divine Office,2 Corinthians,"OR: 17th Week in Ord. Time, Monday",2 Cor 8:1-24,LOTH: OR,,,3.545
Divine Office,2 Corinthians,"OR: 17th Week in Ord. Time, Tuesday",2 Cor 9:1-15,LOTH: OR,,,3.549
Divine Office,2 Corinthians,"OR: 17th Week in Ord. Time, Wednesday",2 Cor 10:1—11:6,LOTH: OR,,,3.553
Divine Office,2 Corinthians,"OR: 17th Week in Ord. Time, Thursday",2 Cor 11:7-29,LOTH: OR,,,3.558
Divine Office,2 Corinthians,"OR: 17th Week in Ord. Time, Friday",2 Cor 11:30—12:12,LOTH: OR,,,3.562
Divine Office,2 Corinthians,"OR: 17th Week in Ord. Time, Saturday",2 Cor 12:14—13:13,LOTH: OR,,,3.566
Divine Office,Galatians,OR: 5th Sunday in Ord. Time,Gal 1:1-12,LOTH: OR,,,3.168
Divine Office,Galatians,"OR: Jan. 25: Conversion of Paul, Apostle",Gal 1:11-24,LOTH: OR,,,3.132
Divine Office,Galatians,"OR: 5th Week in Ord. Time, Monday",Gal 1:13—2:10,LOTH: OR,,,3.172
Divine Office,Galatians,"OR: June 29: Peter and Paul, Apostles",Gal 1:15—2:10,LOTH: OR,,,3.1503
Divine Office,Galatians,"OR: 5th Week in Ord. Time, Tuesday",Gal 2:11—3:14,LOTH: OR,,,3.176
Divine Office,Galatians,OR: Sept. 14: Triumph of the Cross,"Gal 2:19—3:7, 13-14; 6:14-16",LOTH: OR,,,4.1388
Divine Office,Galatians,"OR: 5th Week in Ord. Time, Wednesday",Gal 3:15—4:17,LOTH: OR,,,3.181
Divine Office,Galatians,"OR: Common of the Blessed Virgin Mary, alt. (Ordinary Time)",Gal 3:22—4:7,LOTH: OR,,,3.1620; 4.1634
Divine Office,Galatians,"OR: 5th Week in Ord. Time, Thursday",Gal 4:8-31,LOTH: OR,,,3.185
Divine Office,Galatians,"OR: 5th Week in Ord. Time, Friday",Gal 5:1-25,LOTH: OR,,,3.189
Divine Office,Galatians,"OR: 5th Week in Ord. Time, Saturday",Gal 5:25—6:18,LOTH: OR,,,3.193
Divine Office,Ephesians,OR: Aug. 15: Assumption,Eph 1:16—2:10,LOTH: OR,,,4.1318
Divine Office,Ephesians,"OR: April 25: Mark, Evangelist",Eph 4:1-16,LOTH: OR,,,2.1782
Divine Office,Ephesians,"OR: Sept. 21: Matthew, Apostle and Evangelist",Eph 4:1-16,LOTH: OR,,,4.1416
Divine Office,Ephesians,OR: Ascension,Eph 4:1-24,LOTH: OR,,,2.918
Divine Office,Ephesians,"OR: Common of Holy Men & Women, For Religious (Advent/Christmas/Lent/Easter)",Eph 4:1-24,LOTH: OR,,,1.1554; 2.2195
Divine Office,Ephesians,"OR: Common of Holy Men, For a married man (Ordinary Time)",Eph 5:21-32,LOTH: OR,,,3.1810; 4.1824
Divine Office,Ephesians,OR: Sunday in the Octave of Christmas: Holy Family,Eph 5:21—6:4,LOTH: OR,,,1.425
Divine Office,Philippians,OR: 26th Sunday in Ord. Time,Phil 1:1-11,LOTH: OR,,,4.313
Divine Office,Philippians,"OR: 26th Week in Ord. Time, Monday",Phil 1:12-26,LOTH: OR,,,4.317
Divine Office,Philippians,"OR: 26th Week in Ord. Time, Tuesday",Phil 1:27—2:11,LOTH: OR,,,4.321
Divine Office,Philippians,"OR: Common of Holy Men, alt. (Advent/Christmas/Lent/Easter)",Phil 1:29—2:16,LOTH: OR,,,1.1505; 2.2140
Divine Office,Philippians,"OR: 26th Week in Ord. Time, Wednesday",Phil 2:12-30,LOTH: OR,,,4.325
Divine Office,Philippians,"OR: 26th Week in Ord. Time, Thursday",Phil 3:1-16,LOTH: OR,,,4.329
Divine Office,Philippians,"OR: Common of Holy Men & Women, For Religious (Ordinary Time)","Phil 3:7—4:1, 4-9",LOTH: OR,,,3.1858; 4.1872
Divine Office,Philippians,"OR: 26th Week in Ord. Time, Friday",Phil 3:17—4:9,LOTH: OR,,,4.332
Divine Office,Philippians,"OR: 26th Week in Ord. Time, Saturday",Phil 4:10-23,LOTH: OR,,,4.336
Divine Office,Colossians,OR: 46020,Col 1:1-14,LOTH: OR,,,1.445
Divine Office,Colossians,OR: 46021,Col 1:15—2:3,LOTH: OR,,,1.457
Divine Office,Colossians,OR: 46022,Col 2:4-15,LOTH: OR,,,1.469
Divine Office,Colossians,OR: From Jan. 2 to Epiphany: Monday,Col 2:16—3:4,LOTH: OR,,,1.502
Divine Office,Colossians,OR: Sunday within the Octave of Easter,Col 3:1-17,LOTH: OR,,,2.634
Divine Office,Colossians,OR: Common of Holy Men (Ordinary Time),Col 3:1-17,LOTH: OR,,,3.1807; 4.1821
Divine Office,Colossians,OR: From Jan. 2 to Epiphany: Tuesday,Col 3:5-16,LOTH: OR,,,1.51
Divine Office,Colossians,OR: From Jan. 2 to Epiphany: Wednesday,Col 3:17—4:1,LOTH: OR,,,1.518
Divine Office,Colossians,OR: From Jan. 2 to Epiphany: Thursday,Col 4:2-18,LOTH: OR,,,1.525
Divine Office,1 Thessalonians,OR: 4th Sunday in Ord. Time,1 Thess 1:1—2:12,LOTH: OR,,,3.14
Divine Office,1 Thessalonians,"OR: Common of Pastors, For a pope or bishop (Advent/Christmas/Lent)","1 Thess 2:1-13, 19-20",LOTH: OR,,,1.1431; 2.2055
Divine Office,1 Thessalonians,"OR: 4th Week in Ord. Time, Monday",1 Thess 2:13—3:13,LOTH: OR,,,3.145
Divine Office,1 Thessalonians,"OR: 4th Week in Ord. Time, Tuesday",1 Thess 4:1-18,LOTH: OR,,,3.149
Divine Office,1 Thessalonians,"OR: 4th Week in Ord. Time, Wednesday",1 Thess 5:1-28,LOTH: OR,,,3.152
Divine Office,2 Thessalonians,"OR: 4th Week in Ord. Time, Thursday",2 Thess 1:1-12,LOTH: OR,,,3.156
Divine Office,2 Thessalonians,"OR: 4th Week in Ord. Time, Friday",2 Thess 2:1-17,LOTH: OR,,,3.16
Divine Office,2 Thessalonians,"OR: 4th Week in Ord. Time, Saturday",2 Thess 3:1-18,LOTH: OR,,,3.164
Divine Office,1 Timothy,OR: 27th Sunday in Ord. Time,1 Tim 1:1-20,LOTH: OR,,,4.34
Divine Office,1 Timothy,"OR: 27th Week in Ord. Time, Monday",1 Tim 2:1-15,LOTH: OR,,,4.345
Divine Office,1 Timothy,"OR: 27th Week in Ord. Time, Tuesday",1 Tim 3:1-16,LOTH: OR,,,4.349
Divine Office,1 Timothy,"OR: 27th Week in Ord. Time, Wednesday",1 Tim 4:1—5:2,LOTH: OR,,,4.353
Divine Office,1 Timothy,"OR: 27th Week in Ord. Time, Thursday",1 Tim 5:3-25,LOTH: OR,,,4.357
Divine Office,1 Timothy,"OR: Common of Pastors, For a priest (Advent/Christmas/Lent/Easter)",1 Tim 5:17-22; 6:10-14,LOTH: OR,,,1.1433; 2.2059
Divine Office,1 Timothy,"OR: 27th Week in Ord. Time, Friday",1 Tim 6:1-10,LOTH: OR,,,4.362
Divine Office,1 Timothy,"OR: 27th Week in Ord. Time, Saturday",1 Tim 6:11-21,LOTH: OR,,,4.366
Divine Office,Titus,"OR: Common of Pastors, For a pope or bishop (Ordinary Time)",Titus 1:7-11; 2:1-8,LOTH: OR,,,3.1737; 4.1751
Divine Office,Hebrews,OR: 5th Sunday of Lent,Heb 1:1—2:4,LOTH: OR,,,2.338
Divine Office,Hebrews,"OR: 5th Week of Lent, Monday",Heb 2:5-18,LOTH: OR,,,2.348
Divine Office,Hebrews,"OR: Jan. 1: Octave of Christmas: Mary, Mother of God",Heb 2:9-17,LOTH: OR,,,1.483
Divine Office,Hebrews,"OR: 5th Week of Lent, Tuesday",Heb 3:1-19,LOTH: OR,,,2.356
Divine Office,Hebrews,OR: Holy Saturday,Heb 4:1-13,LOTH: OR,,,2.495
Divine Office,Hebrews,OR: Holy Thursday,Heb 4:14—5:10,LOTH: OR,,,2.457
Divine Office,Hebrews,"OR: 5th Week of Lent, Wednesday",Heb 6:9-20,LOTH: OR,,,2.365
Divine Office,Hebrews,"OR: 5th Week of Lent, Thursday",Heb 7:1-10,LOTH: OR,,,2.373
Divine Office,Hebrews,"OR: 5th Week of Lent, Friday",Heb 7:11-28,LOTH: OR,,,2.381
Divine Office,Hebrews,"OR: 5th Week of Lent, Saturday",Heb 8:1-13,LOTH: OR,,,2.39
Divine Office,Hebrews,OR: Good Friday,Heb 9:11-28,LOTH: OR,,,2.472
Divine Office,Hebrews,OR: Passion Sunday (Palm Sunday),Heb 10:1-18,LOTH: OR,,,2.417
Divine Office,Hebrews,"OR: Holy Week, Monday",Heb 10:19-39,LOTH: OR,,,2.43
Divine Office,Hebrews,"OR: March 19: Joseph, Husband of Mary",Heb 11:1-6,LOTH: OR,,,2.172
Divine Office,Hebrews,"OR: Holy Week, Tuesday",Heb 12:1-13,LOTH: OR,,,2.439
Divine Office,Hebrews,"OR: Holy Week, Wednesday",Heb 12:14-29,LOTH: OR,,,2.447
Divine Office,1 Peter,OR: Monday within the Octave of Easter,1 Pet 1:1-21,LOTH: OR,,,2.552
Divine Office,1 Peter,OR: Tuesday within the Octave of Easter,1 Pet 1:22—2:10,LOTH: OR,,,2.566
Divine Office,1 Peter,OR: Common of the Dedication of a Church (Ordinary Time),1 Pet 2:1-17,LOTH: OR,,,3.1590; 4.1604
Divine Office,1 Peter,OR: Wednesday within the Octave of Easter,1 Pet 2:11-25,LOTH: OR,,,2.58
Divine Office,1 Peter,OR: Thursday within the Octave of Easter,1 Pet 3:1-17,LOTH: OR,,,2.595
Divine Office,1 Peter,"OR: Common of Holy Women, alt. reading, For a married woman","1 Pet 3:1-6, 8-17",LOTH: OR,,,1.1537; 2.2177; 3.1841; 4.1855
Divine Office,1 Peter,"OR: Common of Holy Men, For a married man (Advent/Christmas/Lent/Easter)",1 Pet 3:7-17,LOTH: OR,,,1.1507; 2.2144
Divine Office,1 Peter,OR: Friday within the Octave of Easter,1 Pet 3:18—4:11,LOTH: OR,,,2.607
Divine Office,1 Peter,OR: Saturday within the Octave of Easter,1 Pet 4:12—5:14,LOTH: OR,,,2.619
Divine Office,1 Peter,"OR: Common of Pastors, For a priest (Ordinary Time)",1 Pet 5:1-11,LOTH: OR,,,3.1738; 4.1752
Divine Office,2 Peter,"OR: 34th Week in Ord. Time, Monday",2 Pet 1:1-11,LOTH: OR,,,4.587
Divine Office,2 Peter,"OR: 34th Week in Ord. Time, Tuesday",2 Pet 1:12-21,LOTH: OR,,,4.59
Divine Office,2 Peter,"OR: 34th Week in Ord. Time, Wednesday",2 Pet 2:1-9,LOTH: OR,,,4.594
Divine Office,2 Peter,"OR: 34th Week in Ord. Time, Thursday",2 Pet 2:9-22,LOTH: OR,,,4.597
Divine Office,2 Peter,"OR: 34th Week in Ord. Time, Friday",2 Pet 3:1-18,LOTH: OR,,,4.601
Divine Office,1 John,OR: 6th Sunday of Easter,1 John 1:1-10,LOTH: OR,,,2.871
Divine Office,1 John,"OR: Dec. 27: John, Apostle and Evangelist",1 John 1:1—2:3,LOTH: OR,,,1.1264
Divine Office,1 John,"OR: 6th Week of Easter, Monday",1 John 2:1-11,LOTH: OR,,,2.88
Divine Office,1 John,"OR: 6th Week of Easter, Tuesday",1 John 2:12-17,LOTH: OR,,,2.888
Divine Office,1 John,"OR: 6th Week of Easter, Wednesday",1 John 2:18-29,LOTH: OR,,,2.896
Divine Office,1 John,"OR: 6th Week of Easter, Friday",1 John 3:1-10,LOTH: OR,,,2.935
Divine Office,1 John,"OR: 6th Week of Easter, Saturday",1 John 3:11-17,LOTH: OR,,,2.946
Divine Office,1 John,OR: 7th Sunday of Easter,1 John 3:18-24,LOTH: OR,,,2.956
Divine Office,1 John,"OR: 7th Week of Easter, Monday",1 John 4:1-10,LOTH: OR,,,2.965
Divine Office,1 John,"OR: Common of Holy M&W, For those who worked for the underprivileged (Seasons)",1 John 4:7-21,LOTH: OR,,,1.1562; 2.2204
Divine Office,1 John,"OR: 7th Week of Easter, Tuesday",1 John 4:11-21,LOTH: OR,,,2.973
Divine Office,1 John,"OR: 7th Week of Easter, Wednesday",1 John 5:1-12,LOTH: OR,,,2.981
Divine Office,1 John,"OR: 7th Week of Easter, Thursday",1 John 5:13-21,LOTH: OR,,,2.989
Divine Office,2 John,"OR: 7th Week of Easter, Friday",2 John 1:1-13,LOTH: OR,,,2.996
Divine Office,3 John,"OR: 7th Week of Easter, Saturday",3 John 1:1-15,LOTH: OR,,,2.1004
Divine Office,Jude,"OR: 34th Week in Ord. Time, Saturday","Jude 1:1-8, 12-13, 17-25",LOTH: OR,,,4.606
Divine Office,Revelation,"OR: 2nd Week of Easter, Monday",Rev 1:1-20,LOTH: OR,,,2.642
Divine Office,Revelation,OR: Last Sunday in Ord. Time: Christ the King,"Rev 1:4b-6,10,12-18; 2:26,28; 3:5b,12,20-21",LOTH: OR,,,4.574
Divine Office,Revelation,"OR: 2nd Week of Easter, Tuesday",Rev 2:1-11,LOTH: OR,,,2.65
Divine Office,Revelation,"OR: 2nd Week of Easter, Wednesday",Rev 2:12-29,LOTH: OR,,,2.658
Divine Office,Revelation,"OR: 2nd Week of Easter, Thursday",Rev 3:1-22,LOTH: OR,,,2.666
Divine Office,Revelation,"OR: 2nd Week of Easter, Friday",Rev 4:1-11,LOTH: OR,,,2.675
Divine Office,Revelation,OR: Nov. 1: All Saints,Rev 5:1-4,LOTH: OR,,,4.1524
Divine Office,Revelation,"OR: 2nd Week of Easter, Saturday",Rev 5:1-14,LOTH: OR,,,2.683
Divine Office,Revelation,OR: 3rd Sunday of Easter,Rev 6:1-17,LOTH: OR,,,2.692
Divine Office,Revelation,"OR: 3rd Week of Easter, Monday",Rev 7:1-17,LOTH: OR,,,2.702
Divine Office,Revelation,OR: Common of Several Martyrs (Easter) & Common of One Martyr (Easter),Rev 7:9-17,LOTH: OR,,,2.1983; 2.2021
Divine Office,Revelation,"OR: 3rd Week of Easter, Tuesday",Rev 8:1-13,LOTH: OR,,,2.71
Divine Office,Revelation,"OR: 3rd Week of Easter, Wednesday",Rev 9:1-12,LOTH: OR,,,2.718
Divine Office,Revelation,"OR: 3rd Week of Easter, Thursday",Rev 9:13-21,LOTH: OR,,,2.726
Divine Office,Revelation,"OR: 3rd Week of Easter, Friday",Rev 10:1-11,LOTH: OR,,,2.733
Divine Office,Revelation,"OR: 3rd Week of Easter, Saturday",Rev 11:1-19,LOTH: OR,,,2.741
Divine Office,Revelation,OR: Common of the Blessed Virgin Mary (Easter),Rev 11:19—12:17a,LOTH: OR,,,2.1924
Divine Office,Revelation,"OR: Sept. 29: Michael, Gabriel, and Raphael, Archangels",Rev 12:1-17a,LOTH: OR,,,4.1433
Divine Office,Revelation,OR: 4th Sunday of Easter,Rev 12:1-17,LOTH: OR,,,2.75
Divine Office,Revelation,"OR: 4th Week of Easter, Monday",Rev 13:1-18,LOTH: OR,,,2.76
Divine Office,Revelation,OR: Common of Holy Men (Easter),Rev 14:1-5; 19:1-10,LOTH: OR,,,2.2142
Divine Office,Revelation,"OR: 4th Week of Easter, Tuesday",Rev 14:1-13,LOTH: OR,,,2.768
Divine Office,Revelation,"OR: 4th Week of Easter, Wednesday",Rev 14:14—15:4,LOTH: OR,,,2.777
Divine Office,Revelation,"OR: 4th Week of Easter, Thursday",Rev 15:5—16:21,LOTH: OR,,,2.785
Divine Office,Revelation,"OR: 4th Week of Easter, Friday",Rev 17:1-18,LOTH: OR,,,2.794
Divine Office,Revelation,"OR: 4th Week of Easter, Saturday",Rev 18:1-20,LOTH: OR,,,2.803
Divine Office,Revelation,OR: 5th Sunday of Easter,Rev 18:21—19:10,LOTH: OR,,,2.813
Divine Office,Revelation,"OR: 5th Week of Easter, Monday",Rev 19:11-21,LOTH: OR,,,2.823
Divine Office,Revelation,"OR: 5th Week of Easter, Tuesday",Rev 20:1-15,LOTH: OR,,,2.831
Divine Office,Revelation,"OR: 5th Week of Easter, Wednesday",Rev 21:1-8,LOTH: OR,,,2.839
Divine Office,Revelation,"OR: 5th Week of Easter, Thursday",Rev 21:9-27,LOTH: OR,,,2.847
Divine Office,Revelation,OR: Common of the Dedication of a Church (Advent/Christmas/Easter),Rev 21:9-27,LOTH: OR,,,1.1302; 2.1890
Divine Office,Revelation,"OR: 5th Week of Easter, Friday",Rev 22:1-9,LOTH: OR,,,2.855
Divine Office,Revelation,"OR: 5th Week of Easter, Saturday",Rev 22:10-21,LOTH: OR,,,2.862
,,,,,,,
